,area_type,availability,location,size_bhk,total_sqft,bath,price
4639,Super built-up  Area,At available date,Kudlu Gate,2,1183.0,2.0,79.54
4640,Super built-up  Area,Ready To Move,Kudlu Gate,2,1200.0,2.0,44.4
4642,Built-up  Area,Ready To Move,Kudlu Gate,2,1310.0,2.0,53.0
4643,Plot  Area,Ready To Move,Kumaraswami Layout,4,2000.0,4.0,139.0
4644,Super built-up  Area,Ready To Move,Kumaraswami Layout,2,1000.0,2.0,48.5
4645,Super built-up  Area,Ready To Move,Kumaraswami Layout,2,1000.0,2.0,58.0
4646,Built-up  Area,Ready To Move,Kumaraswami Layout,7,2400.0,7.0,125.0
4647,Built-up  Area,Ready To Move,Kumaraswami Layout,3,2400.0,2.0,125.0
4648,Built-up  Area,Ready To Move,Kumaraswami Layout,3,1310.0,2.0,70.0
4649,Built-up  Area,Ready To Move,Kumaraswami Layout,1,850.0,1.0,78.0
4650,Built-up  Area,Ready To Move,Kumaraswami Layout,7,3200.0,7.0,150.0
4651,Built-up  Area,Ready To Move,Kumaraswami Layout,3,1310.0,2.0,85.0
4652,Built-up  Area,Ready To Move,Kumaraswami Layout,4,2450.0,3.0,110.0
4653,Built-up  Area,Ready To Move,Kumaraswami Layout,7,3100.0,7.0,145.0
4654,Built-up  Area,Ready To Move,Kumaraswami Layout,3,1200.0,3.0,75.0
4655,Super built-up  Area,Ready To Move,Kumaraswami Layout,2,1081.0,2.0,60.0
4656,Super built-up  Area,Ready To Move,Kundalahalli,3,1724.0,3.0,125.0
4657,Built-up  Area,Ready To Move,Kundalahalli,2,1030.0,2.0,49.0
4658,Super built-up  Area,Ready To Move,Kundalahalli,2,735.0,2.0,57.99
4659,Built-up  Area,At available date,Kundalahalli,2,1047.0,2.0,82.0
4660,Super built-up  Area,Ready To Move,Kundalahalli,3,1397.0,3.0,105.0
4661,Super built-up  Area,At available date,Kundalahalli,3,1724.0,3.0,127.0
4662,Super built-up  Area,Ready To Move,Kundalahalli,2,1010.0,2.0,49.27
4663,Super built-up  Area,Ready To Move,Kundalahalli,3,1397.0,3.0,110.0
4664,Super built-up  Area,At available date,Kundalahalli,3,1397.0,3.0,104.0
4665,Super built-up  Area,At available date,Kundalahalli,3,1397.0,3.0,108.0
4666,Super built-up  Area,Ready To Move,Kundalahalli,3,1920.0,3.0,150.0
4667,Super built-up  Area,Ready To Move,Kundalahalli,3,1397.0,3.0,105.0
4669,Super built-up  Area,Ready To Move,Kundalahalli,3,1724.0,3.0,124.0
4670,Super built-up  Area,Ready To Move,Kundalahalli,2,1047.0,2.0,84.0
4671,Super built-up  Area,Ready To Move,Kundalahalli,2,1047.0,2.0,83.0
4672,Plot  Area,Ready To Move,Kundalahalli,4,7000.0,4.0,550.0
4674,Super built-up  Area,Ready To Move,Kundalahalli,2,1120.0,2.0,53.76
4675,Super built-up  Area,Ready To Move,Kundalahalli,2,1047.0,2.0,82.62
4676,Super built-up  Area,Ready To Move,Kundalahalli,2,1047.0,2.0,91.0
4677,Super built-up  Area,At available date,Kundalahalli,3,1724.0,3.0,146.0
4678,Plot  Area,Ready To Move,Kundalahalli,3,1600.0,3.0,170.0
4680,Super built-up  Area,At available date,Kundalahalli,3,1724.0,3.0,125.0
4681,Super built-up  Area,Ready To Move,Kundalahalli,2,1010.0,2.0,48.27
4682,Super built-up  Area,At available date,Kundalahalli,2,1047.0,2.0,89.0
4683,Plot  Area,Ready To Move,Kundalahalli,4,2500.0,5.0,245.0
4684,Super built-up  Area,At available date,Kundalahalli,3,1397.0,3.0,105.0
4686,Super built-up  Area,Ready To Move,Kundalahalli,2,1047.0,2.0,72.0
4687,Built-up  Area,Ready To Move,Kundalahalli,2,1260.0,2.0,58.0
4688,Built-up  Area,Ready To Move,Kundalahalli,4,3092.0,4.0,230.0
4689,Built-up  Area,Ready To Move,Kundalahalli,2,1065.0,2.0,70.0
4690,Super built-up  Area,At available date,Kundalahalli,3,1724.0,3.0,146.0
4691,Super built-up  Area,Ready To Move,Kundalahalli,2,1047.0,2.0,91.0
4692,Super built-up  Area,Ready To Move,Kundalahalli,3,1724.0,3.0,128.0
4693,Super built-up  Area,Ready To Move,Kundalahalli,2,1315.0,2.0,74.0
4694,Built-up  Area,Ready To Move,Kundalahalli,3,2100.0,3.0,150.0
4695,Super built-up  Area,Ready To Move,Kundalahalli,3,1724.0,3.0,125.0
4696,Super built-up  Area,At available date,Kundalahalli,3,1724.0,3.0,140.0
4697,Super built-up  Area,Ready To Move,Kundalahalli,2,1175.0,2.0,65.0
4698,Carpet  Area,Ready To Move,LB Shastri Nagar,2,1043.0,2.0,55.0
4699,Super built-up  Area,Ready To Move,LB Shastri Nagar,1,665.0,1.0,32.0
4700,Super built-up  Area,Ready To Move,LB Shastri Nagar,3,1400.0,2.0,80.0
4701,Super built-up  Area,Ready To Move,LB Shastri Nagar,2,1184.0,2.0,62.0
4702,Super built-up  Area,Ready To Move,LB Shastri Nagar,2,1000.0,2.0,49.5
4703,Plot  Area,Ready To Move,Laggere,5,2800.0,5.0,125.0
4704,Plot  Area,Ready To Move,Laggere,3,1200.0,3.0,130.0
4705,Plot  Area,Ready To Move,Laggere,1,1200.0,1.0,125.0
4706,Plot  Area,Ready To Move,Laggere,2,1200.0,2.0,75.0
4707,Built-up  Area,Ready To Move,Laggere,1,620.0,2.0,48.0
4708,Super built-up  Area,Ready To Move,Lakshminarayana Pura,2,1185.0,2.0,75.0
4709,Super built-up  Area,Ready To Move,Lakshminarayana Pura,3,1600.0,2.0,108.0
4710,Built-up  Area,Ready To Move,Lakshminarayana Pura,2,1180.0,2.0,75.0
4711,Super built-up  Area,Ready To Move,Lakshminarayana Pura,2,1172.0,2.0,82.0
4712,Built-up  Area,Ready To Move,Lakshminarayana Pura,2,1179.0,2.0,75.0
4713,Super built-up  Area,Ready To Move,Lakshminarayana Pura,2,1149.0,2.0,75.0
4714,Super built-up  Area,Ready To Move,Lakshminarayana Pura,2,1336.0,2.0,100.0
4715,Super built-up  Area,Ready To Move,Lakshminarayana Pura,2,1175.0,2.0,75.0
4716,Super built-up  Area,Ready To Move,Lakshminarayana Pura,2,1190.0,2.0,75.0
4717,Super built-up  Area,Ready To Move,Lakshminarayana Pura,2,1200.0,2.0,75.0
4718,Super built-up  Area,Ready To Move,Lakshminarayana Pura,2,1200.0,2.0,75.0
4719,Built-up  Area,Ready To Move,Lakshminarayana Pura,2,1165.0,2.0,75.0
4720,Super built-up  Area,Ready To Move,Lakshminarayana Pura,2,1145.0,2.0,75.0
4721,Super built-up  Area,Ready To Move,Lakshminarayana Pura,3,1500.0,3.0,104.0
4722,Super built-up  Area,Ready To Move,Lakshminarayana Pura,2,1210.0,2.0,75.0
4723,Built-up  Area,Ready To Move,Lakshminarayana Pura,2,1169.0,2.0,75.0
4724,Built-up  Area,Ready To Move,Lakshminarayana Pura,2,1200.0,2.0,75.0
4725,Built-up  Area,Ready To Move,Lakshminarayana Pura,2,1172.0,2.0,75.0
4726,Super built-up  Area,Ready To Move,Lakshminarayana Pura,2,1172.0,2.0,75.0
4727,Super built-up  Area,Ready To Move,Lakshminarayana Pura,2,1180.0,2.0,75.0
4728,Super built-up  Area,Ready To Move,Lakshminarayana Pura,2,1200.0,2.0,83.0
4729,Super built-up  Area,Ready To Move,Lakshminarayana Pura,2,1200.0,2.0,80.0
4730,Built-up  Area,Ready To Move,Lakshminarayana Pura,2,1195.0,2.0,75.0
4731,Built-up  Area,Ready To Move,Lakshminarayana Pura,2,1200.0,2.0,80.0
4732,Super built-up  Area,Ready To Move,Lingadheeranahalli,3,1521.0,3.0,95.0
4733,Super built-up  Area,Ready To Move,Lingadheeranahalli,3,1511.0,3.0,95.0
4734,Super built-up  Area,Ready To Move,Lingadheeranahalli,3,1683.0,3.0,109.0
4735,Super built-up  Area,Ready To Move,Lingadheeranahalli,3,1519.0,3.0,93.0
4736,Super built-up  Area,Ready To Move,Lingadheeranahalli,3,1521.0,3.0,94.99
4737,Super built-up  Area,Ready To Move,Lingadheeranahalli,3,1682.0,3.0,120.0
4738,Super built-up  Area,Ready To Move,Lingadheeranahalli,3,1521.0,3.0,94.71
4739,Super built-up  Area,Ready To Move,Lingadheeranahalli,3,1893.0,3.0,130.0
4740,Super built-up  Area,Ready To Move,Lingadheeranahalli,3,1705.0,3.0,110.0
4741,Super built-up  Area,Ready To Move,Lingadheeranahalli,4,2245.0,4.0,154.0
4742,Super built-up  Area,Ready To Move,Lingadheeranahalli,3,1682.0,3.0,113.0
4743,Super built-up  Area,Ready To Move,Lingadheeranahalli,3,1682.0,3.0,114.0
4744,Super built-up  Area,Ready To Move,Lingadheeranahalli,3,1506.0,3.0,95.0
4745,Super built-up  Area,Ready To Move,Lingadheeranahalli,3,1683.0,3.0,110.0
4746,Super built-up  Area,Ready To Move,Lingadheeranahalli,3,1684.0,3.0,120.0
4747,Super built-up  Area,Ready To Move,Lingadheeranahalli,4,2236.0,4.0,153.0
4748,Super built-up  Area,Ready To Move,Lingadheeranahalli,3,1894.0,4.0,114.0
4749,Super built-up  Area,Ready To Move,Lingadheeranahalli,4,2240.0,4.0,160.0
4750,Super built-up  Area,At available date,Magadi Road,2,1116.0,2.0,50.0
4751,Super built-up  Area,Ready To Move,Magadi Road,2,884.0,2.0,41.1
4752,Super built-up  Area,At available date,Magadi Road,2,1005.0,2.0,55.78
4753,Super built-up  Area,At available date,Magadi Road,2,1000.0,2.0,46.5
4754,Plot  Area,Ready To Move,Magadi Road,4,1500.0,2.0,93.0
4756,Built-up  Area,Ready To Move,Magadi Road,2,1345.0,2.0,55.0
4758,Super built-up  Area,Ready To Move,Magadi Road,2,1116.0,2.0,51.89
4759,Super built-up  Area,At available date,Magadi Road,3,1052.0,2.0,60.0
4760,Super built-up  Area,Ready To Move,Magadi Road,2,940.0,2.0,50.0
4761,Super built-up  Area,At available date,Magadi Road,3,1318.0,2.0,68.0
4763,Super built-up  Area,At available date,Magadi Road,2,884.0,2.0,48.0
4765,Super built-up  Area,Ready To Move,Mahadevpura,2,1150.0,2.0,52.0
4766,Super built-up  Area,Ready To Move,Mahadevpura,2,1250.0,2.0,52.0
4767,Super built-up  Area,Ready To Move,Mahadevpura,2,1260.0,2.0,57.6
4768,Super built-up  Area,Ready To Move,Mahadevpura,1,730.0,1.0,35.0
4769,Super built-up  Area,Ready To Move,Mahadevpura,3,1434.0,2.0,67.39
4770,Super built-up  Area,Ready To Move,Mahadevpura,2,1146.0,2.0,53.8
4771,Super built-up  Area,Ready To Move,Mahadevpura,2,1532.0,2.0,62.0
4772,Super built-up  Area,Ready To Move,Mahadevpura,3,1620.0,2.0,76.0
4773,Super built-up  Area,Ready To Move,Mahadevpura,2,1136.0,2.0,64.5
4774,Super built-up  Area,Ready To Move,Mahadevpura,3,1400.0,2.0,65.8
4775,Super built-up  Area,Ready To Move,Mahadevpura,2,1137.0,2.0,53.4
4776,Super built-up  Area,Ready To Move,Mahadevpura,3,1601.0,3.0,95.0
4777,Super built-up  Area,Ready To Move,Mahadevpura,3,1450.0,3.0,75.0
4778,Super built-up  Area,Ready To Move,Mahadevpura,2,1152.0,2.0,54.0
4779,Super built-up  Area,Ready To Move,Mahadevpura,2,1212.0,2.0,56.9
4781,Super built-up  Area,Ready To Move,Mahadevpura,3,1505.0,3.0,78.0
4782,Super built-up  Area,Ready To Move,Mahadevpura,3,1500.0,2.0,70.0
4783,Super built-up  Area,Ready To Move,Mahadevpura,2,1236.0,2.0,58.0
4784,Super built-up  Area,Ready To Move,Mahadevpura,2,1236.0,2.0,58.0
4785,Super built-up  Area,Ready To Move,Mahadevpura,2,1120.0,2.0,53.0
4786,Plot  Area,Ready To Move,Mahalakshmi Layout,4,1575.0,5.0,158.0
4787,Super built-up  Area,Ready To Move,Mahalakshmi Layout,2,1105.0,2.0,80.0
4788,Super built-up  Area,Ready To Move,Mahalakshmi Layout,3,1200.0,2.0,110.0
4789,Super built-up  Area,Ready To Move,Mahalakshmi Layout,3,1876.0,3.0,150.0
4790,Super built-up  Area,Ready To Move,Mallasandra,3,1665.0,3.0,95.0
4791,Super built-up  Area,Ready To Move,Mallasandra,3,1665.0,3.0,86.58
4792,Super built-up  Area,Ready To Move,Mallasandra,2,1340.0,2.0,61.0
4793,Super built-up  Area,Ready To Move,Mallasandra,2,1325.0,2.0,70.0
4794,Super built-up  Area,Ready To Move,Mallasandra,3,1665.0,3.0,86.91
4795,Super built-up  Area,Ready To Move,Mallasandra,2,1325.0,2.0,70.0
4796,Super built-up  Area,Ready To Move,Mallasandra,2,905.0,2.0,40.0
4797,Super built-up  Area,Ready To Move,Mallasandra,2,1325.0,2.0,65.0
4798,Built-up  Area,Ready To Move,Mallasandra,2,1325.0,2.0,73.0
4799,Super built-up  Area,Ready To Move,Mallasandra,2,1565.0,2.0,69.0
4800,Super built-up  Area,Ready To Move,Mallasandra,2,905.0,2.0,35.0
4802,Built-up  Area,Ready To Move,Mallasandra,3,1100.0,2.0,76.3
4803,Super built-up  Area,At available date,Malleshpalya,2,1140.0,2.0,46.5
4804,Super built-up  Area,At available date,Malleshpalya,2,1225.0,2.0,46.86
4806,Super built-up  Area,Ready To Move,Malleshpalya,2,1052.0,2.0,50.0
4807,Built-up  Area,Ready To Move,Malleshpalya,3,1405.0,2.0,77.0
4808,Super built-up  Area,Ready To Move,Malleshpalya,2,1065.0,2.0,50.0
4809,Super built-up  Area,Ready To Move,Malleshpalya,2,1210.0,2.0,55.0
4811,Super built-up  Area,Ready To Move,Malleshpalya,2,1060.0,2.0,40.0
4812,Super built-up  Area,Ready To Move,Malleshpalya,3,1430.0,2.0,69.5
4813,Built-up  Area,Ready To Move,Malleshpalya,2,1421.0,2.0,90.0
4814,Super built-up  Area,Ready To Move,Malleshpalya,2,1245.0,2.0,55.0
4815,Super built-up  Area,Ready To Move,Malleshpalya,2,1200.0,2.0,46.0
4816,Super built-up  Area,Ready To Move,Malleshpalya,2,1225.0,2.0,52.0
4817,Super built-up  Area,Ready To Move,Malleshwaram,1,705.0,1.0,67.0
4818,Super built-up  Area,At available date,Malleshwaram,7,12000.0,7.0,2200.0
4819,Built-up  Area,Ready To Move,Malleshwaram,4,2500.0,5.0,325.0
4820,Built-up  Area,Ready To Move,Malleshwaram,3,2006.0,3.0,297.0
4821,Super built-up  Area,Ready To Move,Malleshwaram,1,686.0,1.0,62.5
4822,Super built-up  Area,Ready To Move,Malleshwaram,3,2475.0,4.0,332.0
4823,Super built-up  Area,Ready To Move,Malleshwaram,3,2610.0,3.0,399.0
4824,Super built-up  Area,Ready To Move,Malleshwaram,3,2475.0,4.0,320.0
4825,Super built-up  Area,Ready To Move,Malleshwaram,2,900.0,2.0,95.0
4826,Super built-up  Area,Ready To Move,Malleshwaram,2,1420.0,2.0,158.0
4827,Built-up  Area,Ready To Move,Malleshwaram,3,2000.0,3.0,250.0
4828,Super built-up  Area,Ready To Move,Malleshwaram,3,2215.0,3.0,275.0
4829,Super built-up  Area,Ready To Move,Malleshwaram,3,1600.0,3.0,160.0
4830,Super built-up  Area,Ready To Move,Malleshwaram,3,2475.0,4.0,300.0
4832,Super built-up  Area,Ready To Move,Malleshwaram,3,2215.0,4.0,310.0
4833,Super built-up  Area,Ready To Move,Malleshwaram,1,480.0,1.0,60.0
4834,Super built-up  Area,Ready To Move,Malleshwaram,2,1290.0,2.0,120.0
4835,Super built-up  Area,Ready To Move,Malleshwaram,3,2475.0,4.0,326.0
4836,Super built-up  Area,Ready To Move,Malleshwaram,3,2476.0,3.0,337.0
4837,Built-up  Area,Ready To Move,Malleshwaram,2,900.0,2.0,90.0
4839,Super built-up  Area,Ready To Move,Malleshwaram,3,2050.0,4.0,270.0
4840,Built-up  Area,Ready To Move,Malleshwaram,2,900.0,2.0,72.0
4841,Super built-up  Area,Ready To Move,Malleshwaram,1,620.0,1.0,86.8
4842,Super built-up  Area,Ready To Move,Malleshwaram,3,2475.0,4.0,337.0
4843,Super built-up  Area,Ready To Move,Malleshwaram,3,2215.0,3.0,275.0
4844,Super built-up  Area,Ready To Move,Malleshwaram,3,2215.0,3.0,330.0
4846,Super built-up  Area,Ready To Move,Malleshwaram,2,1020.0,2.0,80.0
4847,Built-up  Area,Ready To Move,Malleshwaram,3,2200.0,3.0,275.0
4848,Super built-up  Area,Ready To Move,Malleshwaram,3,2475.0,4.0,326.0
4849,Super built-up  Area,Ready To Move,Malleshwaram,2,1500.0,2.0,140.0
4850,Super built-up  Area,Ready To Move,Malleshwaram,3,2475.0,4.0,340.0
4851,Super built-up  Area,Ready To Move,Malleshwaram,2,1400.0,2.0,190.0
4852,Super built-up  Area,Ready To Move,Malleshwaram,3,2475.0,4.0,300.0
4853,Super built-up  Area,Ready To Move,Malleshwaram,3,2400.0,3.0,380.0
4854,Built-up  Area,Ready To Move,Malleshwaram,1,580.0,1.0,45.0
4855,Super built-up  Area,Ready To Move,Malleshwaram,2,1410.0,2.0,125.0
4858,Super built-up  Area,Ready To Move,Marathahalli,2,1220.0,2.0,57.0
4859,Super built-up  Area,Ready To Move,Marathahalli,2,1200.0,2.0,52.0
4860,Super built-up  Area,Ready To Move,Marathahalli,2,1200.0,2.0,60.0
4861,Super built-up  Area,Ready To Move,Marathahalli,3,1933.0,3.0,140.0
4862,Super built-up  Area,At available date,Marathahalli,2,950.0,2.0,46.96
4863,Super built-up  Area,Ready To Move,Marathahalli,2,1230.0,2.0,80.0
4864,Super built-up  Area,Ready To Move,Marathahalli,4,3800.0,4.0,250.0
4865,Super built-up  Area,Ready To Move,Marathahalli,2,1019.0,2.0,49.85
4866,Super built-up  Area,Ready To Move,Marathahalli,2,1215.0,2.0,67.0
4867,Super built-up  Area,Ready To Move,Marathahalli,4,2181.0,3.0,152.0
4868,Built-up  Area,Ready To Move,Marathahalli,2,1170.0,2.0,53.0
4869,Super built-up  Area,Ready To Move,Marathahalli,2,1019.0,2.0,49.86
4870,Super built-up  Area,Ready To Move,Marathahalli,2,1325.0,2.0,71.55
4871,Super built-up  Area,Ready To Move,Marathahalli,2,1220.0,2.0,56.5
4873,Super built-up  Area,At available date,Marathahalli,2,1152.0,2.0,56.0
4874,Super built-up  Area,Ready To Move,Marathahalli,3,1610.0,3.0,90.0
4875,Super built-up  Area,At available date,Marathahalli,2,1146.0,2.0,70.0
4877,Super built-up  Area,At available date,Marathahalli,3,1469.0,3.0,89.0
4882,Super built-up  Area,Ready To Move,Marathahalli,4,2519.0,5.0,185.0
4884,Super built-up  Area,Ready To Move,Marathahalli,2,957.0,2.0,46.9
4885,Super built-up  Area,Ready To Move,Marathahalli,3,1583.0,3.0,105.0
4886,Super built-up  Area,Ready To Move,Marathahalli,4,2524.0,5.0,190.0
4890,Super built-up  Area,Ready To Move,Marathahalli,2,1071.0,2.0,52.25
4891,Super built-up  Area,Ready To Move,Marathahalli,2,1215.0,2.0,58.86
4892,Super built-up  Area,At available date,Marathahalli,2,1102.0,2.0,53.67
4893,Super built-up  Area,Ready To Move,Marathahalli,3,1900.0,3.0,123.0
4894,Super built-up  Area,Ready To Move,Marathahalli,2,1045.0,2.0,60.0
4896,Super built-up  Area,Ready To Move,Marathahalli,2,1215.0,2.0,58.86
4897,Super built-up  Area,Ready To Move,Marathahalli,2,1365.0,2.0,73.0
4902,Super built-up  Area,Ready To Move,Marathahalli,2,1208.0,2.0,70.0
4903,Built-up  Area,Ready To Move,Marathahalli,2,1325.0,1.0,92.0
4904,Built-up  Area,Ready To Move,Marathahalli,3,1525.0,3.0,90.0
4905,Super built-up  Area,Ready To Move,Marathahalli,3,1937.0,3.0,140.0
4906,Super built-up  Area,Ready To Move,Marathahalli,3,1550.0,3.0,83.0
4907,Super built-up  Area,Ready To Move,Marathahalli,2,1350.0,2.0,86.0
4908,Super built-up  Area,At available date,Marathahalli,2,957.0,2.0,47.0
4910,Super built-up  Area,Ready To Move,Marathahalli,2,1230.0,2.0,57.0
4911,Super built-up  Area,Ready To Move,Marathahalli,2,1200.0,2.0,58.0
4913,Super built-up  Area,At available date,Marathahalli,1,607.0,1.0,35.0
4914,Super built-up  Area,Ready To Move,Marathahalli,3,1583.0,3.0,109.0
4915,Super built-up  Area,Ready To Move,Marathahalli,2,1075.0,2.0,52.43
4916,Super built-up  Area,Ready To Move,Marathahalli,2,1360.0,2.0,103.0
4917,Super built-up  Area,Ready To Move,Marathahalli,2,1220.0,2.0,58.5
4918,Super built-up  Area,Ready To Move,Marathahalli,2,950.0,2.0,45.68
4919,Super built-up  Area,At available date,Marathahalli,1,615.0,1.0,44.0
4920,Super built-up  Area,Ready To Move,Marathahalli,3,1595.0,3.0,90.0
4921,Super built-up  Area,Ready To Move,Marathahalli,2,1350.0,2.0,89.0
4922,Super built-up  Area,Ready To Move,Marathahalli,2,1020.0,2.0,57.0
4923,Super built-up  Area,At available date,Marathahalli,2,1600.0,3.0,88.0
4924,Super built-up  Area,Ready To Move,Marathahalli,1,780.0,1.0,55.0
4925,Super built-up  Area,Ready To Move,Marathahalli,3,1710.0,3.0,100.0
4927,Super built-up  Area,At available date,Marathahalli,2,1358.0,2.0,81.0
4928,Super built-up  Area,Ready To Move,Marathahalli,2,1205.0,2.0,75.0
4929,Super built-up  Area,Ready To Move,Marathahalli,3,1730.0,3.0,110.0
4930,Super built-up  Area,Ready To Move,Marathahalli,3,1583.0,3.0,115.0
4931,Built-up  Area,Ready To Move,Marathahalli,2,1200.0,2.0,67.0
4932,Built-up  Area,Ready To Move,Marathahalli,2,1095.0,2.0,60.0
4933,Super built-up  Area,Ready To Move,Marathahalli,2,1060.0,2.0,48.0
4934,Built-up  Area,Ready To Move,Marathahalli,2,1050.0,2.0,65.0
4935,Super built-up  Area,Ready To Move,Marathahalli,2,1102.0,2.0,53.67
4936,Super built-up  Area,Ready To Move,Marathahalli,2,1026.0,2.0,49.95
4939,Super built-up  Area,Ready To Move,Marathahalli,2,1220.0,2.0,59.0
4940,Super built-up  Area,At available date,Marathahalli,2,881.0,2.0,48.06
4942,Super built-up  Area,Ready To Move,Marathahalli,3,1710.0,3.0,100.0
4943,Super built-up  Area,Ready To Move,Marathahalli,3,1680.0,3.0,105.0
4944,Super built-up  Area,Ready To Move,Marathahalli,3,1910.0,3.0,119.0
4945,Super built-up  Area,Ready To Move,Marathahalli,2,1602.0,2.0,104.0
4946,Super built-up  Area,At available date,Marathahalli,1,700.0,1.0,38.0
4947,Super built-up  Area,At available date,Marathahalli,3,1469.0,3.0,89.0
4949,Super built-up  Area,Ready To Move,Marathahalli,3,1690.0,3.0,116.0
4950,Super built-up  Area,Ready To Move,Marathahalli,2,1065.0,2.0,55.0
4951,Built-up  Area,Ready To Move,Marathahalli,3,1693.0,3.0,125.0
4952,Super built-up  Area,Ready To Move,Marathahalli,3,1693.0,3.0,125.0
4953,Super built-up  Area,At available date,Marathahalli,2,1196.0,2.0,57.9
4954,Super built-up  Area,Ready To Move,Marathahalli,3,1595.0,3.0,88.0
4955,Super built-up  Area,At available date,Marathahalli,3,2122.0,3.0,125.0
4956,Super built-up  Area,Ready To Move,Marathahalli,3,1730.0,3.0,115.0
4959,Super built-up  Area,Ready To Move,Marathahalli,2,1125.0,2.0,55.0
4960,Super built-up  Area,Ready To Move,Marathahalli,3,1950.0,3.0,115.0
4961,Built-up  Area,Ready To Move,Marathahalli,2,1250.0,2.0,68.0
4962,Super built-up  Area,Ready To Move,Marathahalli,2,1125.0,2.0,56.8
4963,Super built-up  Area,Ready To Move,Marathahalli,2,1350.0,2.0,90.0
4964,Super built-up  Area,Ready To Move,Marathahalli,2,1200.0,2.0,53.0
4965,Super built-up  Area,Ready To Move,Marathahalli,4,2500.0,5.0,175.0
4966,Super built-up  Area,Ready To Move,Marathahalli,2,957.0,2.0,47.0
4969,Built-up  Area,Ready To Move,Marathahalli,2,1350.0,2.0,60.0
4970,Super built-up  Area,Ready To Move,Marathahalli,4,3400.0,4.0,235.0
4971,Super built-up  Area,Ready To Move,Marathahalli,2,1350.0,2.0,99.0
4973,Super built-up  Area,Ready To Move,Marathahalli,2,1285.0,2.0,55.0
4974,Super built-up  Area,Ready To Move,Marathahalli,4,2500.0,5.0,181.0
4975,Super built-up  Area,Ready To Move,Marathahalli,4,3800.0,4.0,235.0
4976,Super built-up  Area,Ready To Move,Marathahalli,4,3951.0,4.0,230.0
4977,Super built-up  Area,At available date,Marathahalli,2,1125.0,2.0,54.8
4978,Built-up  Area,Ready To Move,Marathahalli,3,1700.0,3.0,126.0
4980,Super built-up  Area,Ready To Move,Marathahalli,2,1270.0,2.0,73.0
4982,Super built-up  Area,Ready To Move,Marathahalli,2,950.0,2.0,46.7
4983,Super built-up  Area,Ready To Move,Marathahalli,3,1550.0,3.0,85.0
4984,Super built-up  Area,At available date,Marathahalli,2,1019.0,2.0,49.86
4985,Super built-up  Area,Ready To Move,Marathahalli,2,1144.0,2.0,65.0
4986,Super built-up  Area,Ready To Move,Marathahalli,2,1240.0,2.0,55.0
4987,Built-up  Area,Ready To Move,Marathahalli,1,1100.0,2.0,75.0
4988,Built-up  Area,Ready To Move,Marathahalli,2,1156.0,2.0,52.0
4989,Super built-up  Area,At available date,Marathahalli,4,2524.0,5.0,180.0
4990,Super built-up  Area,Ready To Move,Marathahalli,2,1135.0,2.0,60.0
4991,Super built-up  Area,Ready To Move,Marathahalli,3,1839.0,3.0,130.0
4992,Super built-up  Area,At available date,Marathahalli,2,1170.0,2.0,85.0
4993,Super built-up  Area,Ready To Move,Marathahalli,2,1102.0,2.0,53.67
4994,Super built-up  Area,At available date,Marathahalli,3,1108.0,2.0,60.0
4995,Super built-up  Area,Ready To Move,Marathahalli,3,1449.0,3.0,110.0
4996,Super built-up  Area,Ready To Move,Marathahalli,2,1360.0,2.0,101.0
4997,Super built-up  Area,Ready To Move,Marathahalli,2,1026.0,2.0,50.18
5000,Built-up  Area,Ready To Move,Marathahalli,2,1270.0,2.0,80.0
5001,Super built-up  Area,Ready To Move,Marathahalli,2,1100.0,2.0,50.0
5002,Super built-up  Area,Ready To Move,Marathahalli,2,1196.0,2.0,57.95
5004,Built-up  Area,Ready To Move,Marathahalli,3,1485.0,2.0,90.0
5005,Super built-up  Area,At available date,Marathahalli,2,1146.0,2.0,69.0
5006,Plot  Area,Ready To Move,Margondanahalli,2,1090.0,2.0,58.0
5007,Plot  Area,Ready To Move,Margondanahalli,2,1200.0,2.0,58.5
5008,Plot  Area,Ready To Move,Margondanahalli,2,1200.0,2.0,67.0
5009,Plot  Area,Ready To Move,Margondanahalli,3,1200.0,2.0,65.0
5010,Plot  Area,Ready To Move,Margondanahalli,2,1000.0,2.0,57.0
5012,Plot  Area,At available date,Margondanahalli,2,1200.0,2.0,69.0
5013,Plot  Area,Ready To Move,Margondanahalli,2,900.0,2.0,49.0
5014,Built-up  Area,Ready To Move,Margondanahalli,2,1140.0,2.0,60.0
5015,Plot  Area,Ready To Move,Margondanahalli,2,1100.0,2.0,55.0
5016,Plot  Area,Ready To Move,Margondanahalli,2,1152.0,1.0,66.0
5018,Plot  Area,Ready To Move,Margondanahalli,2,1200.0,2.0,65.0
5019,Plot  Area,At available date,Margondanahalli,2,1050.0,2.0,58.0
5020,Plot  Area,Ready To Move,Margondanahalli,2,1160.0,2.0,65.0
5021,Super built-up  Area,At available date,Margondanahalli,2,1334.0,2.0,67.76
5022,Plot  Area,Ready To Move,Marsur,4,1800.0,4.0,145.0
5023,Plot  Area,Ready To Move,Marsur,3,1200.0,3.0,90.0
5024,Plot  Area,Ready To Move,Marsur,3,1200.0,3.0,120.0
5025,Super built-up  Area,Ready To Move,Mico Layout,9,5000.0,9.0,210.0
5026,Super built-up  Area,Ready To Move,Mico Layout,3,1550.0,2.0,65.0
5027,Super built-up  Area,Ready To Move,Mico Layout,2,1125.0,2.0,40.0
